date,date_dt,season,block_id,cultivar,file,eta_mm,eto_mm,ndvi
2025-03-26,2025-03-26,2024_2025,S5c,CabernetSauvignon,ETa_Tokara_2025-03-26_10m.tif,1.7396357,3.4320846,
2025-03-27,2025-03-27,2024_2025,S5c,CabernetSauvignon,ETa_Tokara_2025-03-27_10m.tif,2.4267657,4.787784,
2025-03-28,2025-03-28,2024_2025,S5c,CabernetSauvignon,ETa_Tokara_2025-03-28_10m.tif,2.2436347,4.426397,
2025-03-29,2025-03-29,2024_2025,S5c,CabernetSauvignon,ETa_Tokara_2025-03-29_10m.tif,1.6875774,3.3293853,
2025-03-30,2025-03-30,2024_2025,S5c,CabernetSauvignon,ETa_Tokara_2025-03-30_10m.tif,1.6038938,3.1643364,
2025-03-31,2025-03-31,2024_2025,S5c,CabernetSauvignon,ETa_Tokara_2025-03-31_10m.tif,1.8043294,3.559756,
2025-04-01,2025-04-01,2024_2025,S5c,CabernetSauvignon,ETa_Tokara_2025-04-01_10m.tif,1.4626645,3.1536481,0.5701357126235962
2025-04-02,2025-04-02,2024_2025,S5c,CabernetSauvignon,ETa_Tokara_2025-04-02_10m.tif,1.958539,4.2227397,
2025-04-03,2025-04-03,2024_2025,S5c,CabernetSauvignon,ETa_Tokara_2025-04-03_10m.tif,2.1657288,4.669427,
2025-04-04,2025-04-04,2024_2025,S5c,CabernetSauvignon,ETa_Tokara_2025-04-04_10m.tif,2.2222335,4.27318,0.5672987699508667
2025-04-05,2025-04-05,2024_2025,S5c,CabernetSauvignon,ETa_Tokara_2025-04-05_10m.tif,2.166015,4.165052,
2025-04-06,2025-04-06,2024_2025,S5c,CabernetSauvignon,ETa_Tokara_2025-04-06_10m.tif,2.3748603,4.5666747,
2025-04-07,2025-04-07,2024_2025,S5c,CabernetSauvignon,ETa_Tokara_2025-04-07_10m.tif,1.8930552,3.640184,
2025-04-08,2025-04-08,2024_2025,S5c,CabernetSauvignon,ETa_Tokara_2025-04-08_10m.tif,0.5102233,0.9811141,
2025-04-09,2025-04-09,2024_2025,S5c,CabernetSauvignon,ETa_Tokara_2025-04-09_10m.tif,0.83876705,1.6128726,
2025-04-10,2025-04-10,2024_2025,S5c,CabernetSauvignon,ETa_Tokara_2025-04-10_10m.tif,1.5578263,2.9955704,
2025-04-11,2025-04-11,2024_2025,S5c,CabernetSauvignon,ETa_Tokara_2025-04-11_10m.tif,1.7687063,3.4010675,
2025-04-12,2025-04-12,2024_2025,S5c,CabernetSauvignon,ETa_Tokara_2025-04-12_10m.tif,0.81398594,1.5652206,
2025-04-13,2025-04-13,2024_2025,S5c,CabernetSauvignon,ETa_Tokara_2025-04-13_10m.tif,1.1547499,2.2204757,
2025-04-14,2025-04-14,2024_2025,S5c,CabernetSauvignon,ETa_Tokara_2025-04-14_10m.tif,1.1791544,2.2674167,
2025-04-15,2025-04-15,2024_2025,S5c,CabernetSauvignon,ETa_Tokara_2025-04-15_10m.tif,1.6814212,3.2332163,
2025-04-16,2025-04-16,2024_2025,S5c,CabernetSauvignon,ETa_Tokara_2025-04-16_10m.tif,1.6487719,3.17045,
2025-04-17,2025-04-17,2024_2025,S5c,CabernetSauvignon,ETa_Tokara_2025-04-17_10m.tif,1.7581142,3.380693,
2025-04-18,2025-04-18,2024_2025,S5c,CabernetSauvignon,ETa_Tokara_2025-04-18_10m.tif,1.9139123,3.6802952,
2025-04-19,2025-04-19,2024_2025,S5c,CabernetSauvignon,ETa_Tokara_2025-04-19_10m.tif,1.4183795,2.7274299,
2025-04-20,2025-04-20,2024_2025,S5c,CabernetSauvignon,ETa_Tokara_2025-04-20_10m.tif,1.5463698,2.9735339,
2025-04-21,2025-04-21,2024_2025,S5c,CabernetSauvignon,ETa_Tokara_2025-04-21_10m.tif,1.1129789,2.4772575,0.48439955711364746
2025-04-22,2025-04-22,2024_2025,S5c,CabernetSauvignon,ETa_Tokara_2025-04-22_10m.tif,1.3717369,3.053197,
2025-04-23,2025-04-23,2024_2025,S5c,CabernetSauvignon,ETa_Tokara_2025-04-23_10m.tif,1.3076464,2.9105785,
2025-04-24,2025-04-24,2024_2025,S5c,CabernetSauvignon,ETa_Tokara_2025-04-24_10m.tif,1.3832188,2.6831198,0.6730799674987793
2025-04-25,2025-04-25,2024_2025,S5c,CabernetSauvignon,ETa_Tokara_2025-04-25_10m.tif,1.3962038,2.7083108,
2025-04-26,2025-04-26,2024_2025,S5c,CabernetSauvignon,ETa_Tokara_2025-04-26_10m.tif,1.5564177,3.0190864,
2025-04-27,2025-04-27,2024_2025,S5c,CabernetSauvignon,ETa_Tokara_2025-04-27_10m.tif,1.9760418,3.833062,
2025-04-28,2025-04-28,2024_2025,S5c,CabernetSauvignon,ETa_Tokara_2025-04-28_10m.tif,1.4210064,2.7564132,
2025-04-29,2025-04-29,2024_2025,S5c,CabernetSauvignon,ETa_Tokara_2025-04-29_10m.tif,0.80979127,1.5708042,
2025-04-30,2025-04-30,2024_2025,S5c,CabernetSauvignon,ETa_Tokara_2025-04-30_10m.tif,0.94847345,1.8398162,
2022-08-13,2022-08-13,2022_2023,M2,Chardonnay,ETa_Tokara_2022-08-13_10m.tif,0.79354656,1.7228224,0.7367019057273865
2022-08-14,2022-08-14,2022_2023,M2,Chardonnay,ETa_Tokara_2022-08-14_10m.tif,0.65694016,1.4262445,
2022-08-15,2022-08-15,2022_2023,M2,Chardonnay,ETa_Tokara_2022-08-15_10m.tif,0.92783564,2.014357,
2022-08-16,2022-08-16,2022_2023,M2,Chardonnay,ETa_Tokara_2022-08-16_10m.tif,1.1412574,2.477724,
2022-08-17,2022-08-17,2022_2023,M2,Chardonnay,ETa_Tokara_2022-08-17_10m.tif,0.42851892,0.9303062,
2022-08-18,2022-08-18,2022_2023,M2,Chardonnay,ETa_Tokara_2022-08-18_10m.tif,0.43293658,0.93991333,
2022-08-19,2022-08-19,2022_2023,M2,Chardonnay,ETa_Tokara_2022-08-19_10m.tif,0.59924424,1.3009756,
2022-08-20,2022-08-20,2022_2023,M2,Chardonnay,ETa_Tokara_2022-08-20_10m.tif,0.7522268,1.6331166,
2022-08-21,2022-08-21,2022_2023,M2,Chardonnay,ETa_Tokara_2022-08-21_10m.tif,0.9356882,2.0313957,
2022-08-22,2022-08-22,2022_2023,M2,Chardonnay,ETa_Tokara_2022-08-22_10m.tif,1.0683374,2.319383,
2022-08-23,2022-08-23,2022_2023,M2,Chardonnay,ETa_Tokara_2022-08-23_10m.tif,1.5855762,3.3866596,0.7036148905754089
2022-08-24,2022-08-24,2022_2023,M2,Chardonnay,ETa_Tokara_2022-08-24_10m.tif,1.5208992,3.2485156,
2022-08-25,2022-08-25,2022_2023,M2,Chardonnay,ETa_Tokara_2022-08-25_10m.tif,0.78563464,1.6780468,
2022-08-26,2022-08-26,2022_2023,M2,Chardonnay,ETa_Tokara_2022-08-26_10m.tif,1.0051516,2.1469097,
2022-08-27,2022-08-27,2022_2023,M2,Chardonnay,ETa_Tokara_2022-08-27_10m.tif,0.8476659,1.8105333,
2022-08-28,2022-08-28,2022_2023,M2,Chardonnay,ETa_Tokara_2022-08-28_10m.tif,0.8084287,1.7267318,
2022-08-29,2022-08-29,2022_2023,M2,Chardonnay,ETa_Tokara_2022-08-29_10m.tif,1.0103507,2.158014,
2022-08-30,2022-08-30,2022_2023,M2,Chardonnay,ETa_Tokara_2022-08-30_10m.tif,1.7988294,3.842127,
2022-08-31,2022-08-31,2022_2023,M2,Chardonnay,ETa_Tokara_2022-08-31_10m.tif,2.224113,4.75052,
2022-09-01,2022-09-01,2022_2023,M2,Chardonnay,ETa_Tokara_2022-09-01_10m.tif,1.8589953,3.9706573,
2022-09-02,2022-09-02,2022_2023,M2,Chardonnay,ETa_Tokara_2022-09-02_10m.tif,1.0576211,2.2589793,
2022-09-03,2022-09-03,2022_2023,M2,Chardonnay,ETa_Tokara_2022-09-03_10m.tif,1.1552577,2.467528,
2022-09-04,2022-09-04,2022_2023,M2,Chardonnay,ETa_Tokara_2022-09-04_10m.tif,0.8986939,1.9195255,
2022-09-05,2022-09-05,2022_2023,M2,Chardonnay,ETa_Tokara_2022-09-05_10m.tif,0.9447982,2.0180001,
2022-09-06,2022-09-06,2022_2023,M2,Chardonnay,ETa_Tokara_2022-09-06_10m.tif,1.1525694,2.461781,
2022-09-07,2022-09-07,2022_2023,M2,Chardonnay,ETa_Tokara_2022-09-07_10m.tif,1.5914958,3.447362,0.6957129836082458
2022-09-08,2022-09-08,2022_2023,M2,Chardonnay,ETa_Tokara_2022-09-08_10m.tif,1.4751896,3.195422,
2022-09-09,2022-09-09,2022_2023,M2,Chardonnay,ETa_Tokara_2022-09-09_10m.tif,1.3794266,2.9880025,
2022-09-10,2022-09-10,2022_2023,M2,Chardonnay,ETa_Tokara_2022-09-10_10m.tif,0.75462705,1.6346169,
2022-09-11,2022-09-11,2022_2023,M2,Chardonnay,ETa_Tokara_2022-09-11_10m.tif,0.83796513,1.8151804,
2022-09-12,2022-09-12,2022_2023,M2,Chardonnay,ETa_Tokara_2022-09-12_10m.tif,1.2542288,2.650282,0.4789181649684906
2022-09-13,2022-09-13,2022_2023,M2,Chardonnay,ETa_Tokara_2022-09-13_10m.tif,1.680731,3.551463,
2022-09-14,2022-09-14,2022_2023,M2,Chardonnay,ETa_Tokara_2022-09-14_10m.tif,1.9799298,4.183687,
2022-09-15,2022-09-15,2022_2023,M2,Chardonnay,ETa_Tokara_2022-09-15_10m.tif,1.5928605,3.36574,
2022-09-16,2022-09-16,2022_2023,M2,Chardonnay,ETa_Tokara_2022-09-16_10m.tif,1.3690374,2.8928008,
2022-09-17,2022-09-17,2022_2023,M2,Chardonnay,ETa_Tokara_2022-09-17_10m.tif,0.73719937,1.5577662,
2022-09-18,2022-09-18,2022_2023,M2,Chardonnay,ETa_Tokara_2022-09-18_10m.tif,1.1541725,2.438885,
2022-09-19,2022-09-19,2022_2023,M2,Chardonnay,ETa_Tokara_2022-09-19_10m.tif,1.2889466,2.7236485,
2022-09-20,2022-09-20,2022_2023,M2,Chardonnay,ETa_Tokara_2022-09-20_10m.tif,1.4550812,3.0746646,
2022-09-21,2022-09-21,2022_2023,M2,Chardonnay,ETa_Tokara_2022-09-21_10m.tif,1.8230379,3.8521757,
2022-09-22,2022-09-22,2022_2023,M2,Chardonnay,ETa_Tokara_2022-09-22_10m.tif,1.2813803,2.7076228,
2022-09-23,2022-09-23,2022_2023,M2,Chardonnay,ETa_Tokara_2022-09-23_10m.tif,1.1435015,2.4163206,
2022-09-24,2022-09-24,2022_2023,M2,Chardonnay,ETa_Tokara_2022-09-24_10m.tif,1.307521,2.7628837,
2022-09-25,2022-09-25,2022_2023,M2,Chardonnay,ETa_Tokara_2022-09-25_10m.tif,1.4624951,3.09033,
2022-09-26,2022-09-26,2022_2023,M2,Chardonnay,ETa_Tokara_2022-09-26_10m.tif,1.1930983,2.5210721,
2022-09-27,2022-09-27,2022_2023,M2,Chardonnay,ETa_Tokara_2022-09-27_10m.tif,1.5764802,3.5304518,0.44816508889198303
2022-09-28,2022-09-28,2022_2023,M2,Chardonnay,ETa_Tokara_2022-09-28_10m.tif,1.5757853,3.5288246,
2022-09-29,2022-09-29,2022_2023,M2,Chardonnay,ETa_Tokara_2022-09-29_10m.tif,1.5407282,3.4504735,
2022-09-30,2022-09-30,2022_2023,M2,Chardonnay,ETa_Tokara_2022-09-30_10m.tif,1.2517024,2.803066,
2022-10-01,2022-10-01,2022_2023,M2,Chardonnay,ETa_Tokara_2022-10-01_10m.tif,1.547348,3.4654126,
2022-10-02,2022-10-02,2022_2023,M2,Chardonnay,ETa_Tokara_2022-10-02_10m.tif,2.011724,4.6230173,0.4873126745223999
2022-10-03,2022-10-03,2022_2023,M2,Chardonnay,ETa_Tokara_2022-10-03_10m.tif,1.2052872,2.7698581,
2022-10-04,2022-10-04,2022_2023,M2,Chardonnay,ETa_Tokara_2022-10-04_10m.tif,1.4240372,3.2724903,
2022-10-05,2022-10-05,2022_2023,M2,Chardonnay,ETa_Tokara_2022-10-05_10m.tif,1.5297518,3.5153737,
2022-10-06,2022-10-06,2022_2023,M2,Chardonnay,ETa_Tokara_2022-10-06_10m.tif,1.0289574,2.3645804,
2022-10-07,2022-10-07,2022_2023,M2,Chardonnay,ETa_Tokara_2022-10-07_10m.tif,2.2662313,5.573864,0.5176333785057068
2022-10-08,2022-10-08,2022_2023,M2,Chardonnay,ETa_Tokara_2022-10-08_10m.tif,1.8895055,4.647314,
2022-10-09,2022-10-09,2022_2023,M2,Chardonnay,ETa_Tokara_2022-10-09_10m.tif,2.0742364,5.1015396,
2022-10-10,2022-10-10,2022_2023,M2,Chardonnay,ETa_Tokara_2022-10-10_10m.tif,1.6183541,3.9804356,
2022-10-11,2022-10-11,2022_2023,M2,Chardonnay,ETa_Tokara_2022-10-11_10m.tif,1.6756693,4.121324,
2022-10-12,2022-10-12,2022_2023,M2,Chardonnay,ETa_Tokara_2022-10-12_10m.tif,1.8865172,3.9805527,0.46368345618247986
2022-10-13,2022-10-13,2022_2023,M2,Chardonnay,ETa_Tokara_2022-10-13_10m.tif,1.3559854,2.8611248,
2022-10-14,2022-10-14,2022_2023,M2,Chardonnay,ETa_Tokara_2022-10-14_10m.tif,2.2956612,4.843848,
2022-10-15,2022-10-15,2022_2023,M2,Chardonnay,ETa_Tokara_2022-10-15_10m.tif,1.4450403,3.0490265,
2022-10-16,2022-10-16,2022_2023,M2,Chardonnay,ETa_Tokara_2022-10-16_10m.tif,2.2112691,4.665779,
2022-10-17,2022-10-17,2022_2023,M2,Chardonnay,ETa_Tokara_2022-10-17_10m.tif,2.0666182,4.360564,
2022-10-18,2022-10-18,2022_2023,M2,Chardonnay,ETa_Tokara_2022-10-18_10m.tif,2.1074123,4.446639,
2022-10-19,2022-10-19,2022_2023,M2,Chardonnay,ETa_Tokara_2022-10-19_10m.tif,2.5116425,5.2995687,
2022-10-20,2022-10-20,2022_2023,M2,Chardonnay,ETa_Tokara_2022-10-20_10m.tif,1.9795986,4.176954,
2022-10-21,2022-10-21,2022_2023,M2,Chardonnay,ETa_Tokara_2022-10-21_10m.tif,2.3547819,4.9686,
2022-10-22,2022-10-22,2022_2023,M2,Chardonnay,ETa_Tokara_2022-10-22_10m.tif,2.8402386,6.1895795,0.48967093229293823
2022-10-23,2022-10-23,2022_2023,M2,Chardonnay,ETa_Tokara_2022-10-23_10m.tif,2.7182064,5.9236407,
2022-10-24,2022-10-24,2022_2023,M2,Chardonnay,ETa_Tokara_2022-10-24_10m.tif,2.3847244,5.196908,
2022-10-25,2022-10-25,2022_2023,M2,Chardonnay,ETa_Tokara_2022-10-25_10m.tif,1.825521,3.9782803,
2022-10-26,2022-10-26,2022_2023,M2,Chardonnay,ETa_Tokara_2022-10-26_10m.tif,2.633967,5.7400694,
2022-10-27,2022-10-27,2022_2023,M2,Chardonnay,ETa_Tokara_2022-10-27_10m.tif,2.3187556,4.7798243,0.4894406497478485
2022-10-28,2022-10-28,2022_2023,M2,Chardonnay,ETa_Tokara_2022-10-28_10m.tif,3.04862,6.284298,
2022-10-29,2022-10-29,2022_2023,M2,Chardonnay,ETa_Tokara_2022-10-29_10m.tif,2.5693312,5.2962785,
2022-10-30,2022-10-30,2022_2023,M2,Chardonnay,ETa_Tokara_2022-10-30_10m.tif,1.6495454,3.4003353,
2022-10-31,2022-10-31,2022_2023,M2,Chardonnay,ETa_Tokara_2022-10-31_10m.tif,2.9673967,6.1168156,
2022-11-01,2022-11-01,2022_2023,M2,Chardonnay,ETa_Tokara_2022-11-01_10m.tif,3.6758068,7.673281,0.5361023545265198
2022-11-02,2022-11-02,2022_2023,M2,Chardonnay,ETa_Tokara_2022-11-02_10m.tif,2.3412843,4.8874545,
2022-11-03,2022-11-03,2022_2023,M2,Chardonnay,ETa_Tokara_2022-11-03_10m.tif,2.2205005,4.635291,
2022-11-04,2022-11-04,2022_2023,M2,Chardonnay,ETa_Tokara_2022-11-04_10m.tif,2.3769915,4.962068,
2022-11-05,2022-11-05,2022_2023,M2,Chardonnay,ETa_Tokara_2022-11-05_10m.tif,1.9883509,4.1508,
2022-11-06,2022-11-06,2022_2023,M2,Chardonnay,ETa_Tokara_2022-11-06_10m.tif,2.9578056,5.8654356,0.524651050567627
2022-11-07,2022-11-07,2022_2023,M2,Chardonnay,ETa_Tokara_2022-11-07_10m.tif,2.4194355,4.7978735,
2022-11-08,2022-11-08,2022_2023,M2,Chardonnay,ETa_Tokara_2022-11-08_10m.tif,2.1209133,4.205947,
2022-11-09,2022-11-09,2022_2023,M2,Chardonnay,ETa_Tokara_2022-11-09_10m.tif,1.8778836,3.7239742,
2022-11-10,2022-11-10,2022_2023,M2,Chardonnay,ETa_Tokara_2022-11-10_10m.tif,3.0847173,6.117072,
2022-11-11,2022-11-11,2022_2023,M2,Chardonnay,ETa_Tokara_2022-11-11_10m.tif,2.4383955,5.169152,0.454345166683197
2022-11-12,2022-11-12,2022_2023,M2,Chardonnay,ETa_Tokara_2022-11-12_10m.tif,2.1806283,4.6227174,
2022-11-13,2022-11-13,2022_2023,M2,Chardonnay,ETa_Tokara_2022-11-13_10m.tif,2.0690653,4.386233,
2022-11-14,2022-11-14,2022_2023,M2,Chardonnay,ETa_Tokara_2022-11-14_10m.tif,2.7569942,5.844548,
2022-11-15,2022-11-15,2022_2023,M2,Chardonnay,ETa_Tokara_2022-11-15_10m.tif,2.4322994,5.1562104,
2022-11-16,2022-11-16,2022_2023,M2,Chardonnay,ETa_Tokara_2022-11-16_10m.tif,1.9575514,4.1498528,
2022-11-17,2022-11-17,2022_2023,M2,Chardonnay,ETa_Tokara_2022-11-17_10m.tif,2.2787793,4.8308454,
2022-11-18,2022-11-18,2022_2023,M2,Chardonnay,ETa_Tokara_2022-11-18_10m.tif,2.166612,4.593012,
2022-11-19,2022-11-19,2022_2023,M2,Chardonnay,ETa_Tokara_2022-11-19_10m.tif,1.9389534,4.110406,
2022-11-20,2022-11-20,2022_2023,M2,Chardonnay,ETa_Tokara_2022-11-20_10m.tif,2.582407,5.4744363,
2022-11-21,2022-11-21,2022_2023,M2,Chardonnay,ETa_Tokara_2022-11-21_10m.tif,2.7743561,5.4137874,0.525995135307312
2022-11-22,2022-11-22,2022_2023,M2,Chardonnay,ETa_Tokara_2022-11-22_10m.tif,2.711699,5.291578,
2022-11-23,2022-11-23,2022_2023,M2,Chardonnay,ETa_Tokara_2022-11-23_10m.tif,2.2830644,4.4550962,
2022-11-24,2022-11-24,2022_2023,M2,Chardonnay,ETa_Tokara_2022-11-24_10m.tif,1.7777904,3.4691176,
2022-11-25,2022-11-25,2022_2023,M2,Chardonnay,ETa_Tokara_2022-11-25_10m.tif,3.0396438,5.9314923,
2022-11-26,2022-11-26,2022_2023,M2,Chardonnay,ETa_Tokara_2022-11-26_10m.tif,3.2751784,6.6302767,0.537000834941864
2022-11-27,2022-11-27,2022_2023,M2,Chardonnay,ETa_Tokara_2022-11-27_10m.tif,3.8341198,7.761803,
2022-11-28,2022-11-28,2022_2023,M2,Chardonnay,ETa_Tokara_2022-11-28_10m.tif,3.6687284,7.427005,
2022-11-29,2022-11-29,2022_2023,M2,Chardonnay,ETa_Tokara_2022-11-29_10m.tif,3.2568636,6.59322,
2022-11-30,2022-11-30,2022_2023,M2,Chardonnay,ETa_Tokara_2022-11-30_10m.tif,2.635748,5.3358264,
2022-12-01,2022-12-01,2022_2023,M2,Chardonnay,ETa_Tokara_2022-12-01_10m.tif,2.63594,5.3362217,
2022-12-02,2022-12-02,2022_2023,M2,Chardonnay,ETa_Tokara_2022-12-02_10m.tif,2.053962,4.1580667,
2022-12-03,2022-12-03,2022_2023,M2,Chardonnay,ETa_Tokara_2022-12-03_10m.tif,2.3195393,4.6957116,
2022-12-04,2022-12-04,2022_2023,M2,Chardonnay,ETa_Tokara_2022-12-04_10m.tif,2.8082013,5.684975,
2022-12-05,2022-12-05,2022_2023,M2,Chardonnay,ETa_Tokara_2022-12-05_10m.tif,2.1951358,4.443862,
2022-12-06,2022-12-06,2022_2023,M2,Chardonnay,ETa_Tokara_2022-12-06_10m.tif,2.8798103,5.5744743,0.531210720539093
2022-12-07,2022-12-07,2022_2023,M2,Chardonnay,ETa_Tokara_2022-12-07_10m.tif,3.0398626,5.884266,
2022-12-08,2022-12-08,2022_2023,M2,Chardonnay,ETa_Tokara_2022-12-08_10m.tif,3.8265367,7.4070654,
2022-12-09,2022-12-09,2022_2023,M2,Chardonnay,ETa_Tokara_2022-12-09_10m.tif,3.2218697,6.2365913,
2022-12-10,2022-12-10,2022_2023,M2,Chardonnay,ETa_Tokara_2022-12-10_10m.tif,2.6249154,5.080978,
2022-12-11,2022-12-11,2022_2023,M2,Chardonnay,ETa_Tokara_2022-12-11_10m.tif,2.7686758,5.3592787,
2022-12-12,2022-12-12,2022_2023,M2,Chardonnay,ETa_Tokara_2022-12-12_10m.tif,1.9210142,3.7185655,
2022-12-13,2022-12-13,2022_2023,M2,Chardonnay,ETa_Tokara_2022-12-13_10m.tif,2.3103294,4.472122,
2022-12-14,2022-12-14,2022_2023,M2,Chardonnay,ETa_Tokara_2022-12-14_10m.tif,2.5363972,4.90972,
2022-12-15,2022-12-15,2022_2023,M2,Chardonnay,ETa_Tokara_2022-12-15_10m.tif,3.436518,6.652019,
2022-12-16,2022-12-16,2022_2023,M2,Chardonnay,ETa_Tokara_2022-12-16_10m.tif,1.636278,3.1673343,
2022-12-17,2022-12-17,2022_2023,M2,Chardonnay,ETa_Tokara_2022-12-17_10m.tif,2.5878184,5.0092673,
2022-12-18,2022-12-18,2022_2023,M2,Chardonnay,ETa_Tokara_2022-12-18_10m.tif,2.7160277,5.2574787,
2022-12-19,2022-12-19,2022_2023,M2,Chardonnay,ETa_Tokara_2022-12-19_10m.tif,2.226614,4.3101377,
2022-12-20,2022-12-20,2022_2023,M2,Chardonnay,ETa_Tokara_2022-12-20_10m.tif,2.8124404,5.4440465,
2022-12-21,2022-12-21,2022_2023,M2,Chardonnay,ETa_Tokara_2022-12-21_10m.tif,3.4952526,6.9793863,0.5361953973770142
2022-12-22,2022-12-22,2022_2023,M2,Chardonnay,ETa_Tokara_2022-12-22_10m.tif,3.155402,6.300723,
2022-12-23,2022-12-23,2022_2023,M2,Chardonnay,ETa_Tokara_2022-12-23_10m.tif,1.6502703,3.2952678,
2022-12-24,2022-12-24,2022_2023,M2,Chardonnay,ETa_Tokara_2022-12-24_10m.tif,2.1930723,4.379226,
2022-12-25,2022-12-25,2022_2023,M2,Chardonnay,ETa_Tokara_2022-12-25_10m.tif,2.419244,4.830908,
2022-12-26,2022-12-26,2022_2023,M2,Chardonnay,ETa_Tokara_2022-12-26_10m.tif,3.1827836,6.320353,0.5311571955680847
2022-12-27,2022-12-27,2022_2023,M2,Chardonnay,ETa_Tokara_2022-12-27_10m.tif,2.959945,5.877772,
2022-12-28,2022-12-28,2022_2023,M2,Chardonnay,ETa_Tokara_2022-12-28_10m.tif,2.8386455,5.6370063,
2022-12-29,2022-12-29,2022_2023,M2,Chardonnay,ETa_Tokara_2022-12-29_10m.tif,2.8009408,5.5620613,
2022-12-30,2022-12-30,2022_2023,M2,Chardonnay,ETa_Tokara_2022-12-30_10m.tif,3.7034116,7.354315,
2022-12-31,2022-12-31,2022_2023,M2,Chardonnay,ETa_Tokara_2022-12-31_10m.tif,4.340016,8.386503,0.5527366399765015
2023-01-01,2023-01-01,2022_2023,M2,Chardonnay,ETa_Tokara_2023-01-01_10m.tif,4.3838167,8.471144,
2023-01-02,2023-01-02,2022_2023,M2,Chardonnay,ETa_Tokara_2023-01-02_10m.tif,3.836711,7.4139323,
2023-01-03,2023-01-03,2022_2023,M2,Chardonnay,ETa_Tokara_2023-01-03_10m.tif,3.342889,6.4597588,
2023-01-04,2023-01-04,2022_2023,M2,Chardonnay,ETa_Tokara_2023-01-04_10m.tif,2.1920018,4.235814,
2023-01-05,2023-01-05,2022_2023,M2,Chardonnay,ETa_Tokara_2023-01-05_10m.tif,-6665.206,4.598199,-6665.83642578125
2023-01-06,2023-01-06,2022_2023,M2,Chardonnay,ETa_Tokara_2023-01-06_10m.tif,-6664.8647,6.573826,
2023-01-07,2023-01-07,2022_2023,M2,Chardonnay,ETa_Tokara_2023-01-07_10m.tif,-6664.8013,6.941344,
2023-01-08,2023-01-08,2022_2023,M2,Chardonnay,ETa_Tokara_2023-01-08_10m.tif,-6664.8213,6.8225155,
2023-01-09,2023-01-09,2022_2023,M2,Chardonnay,ETa_Tokara_2023-01-09_10m.tif,-6664.8965,6.3840647,
2023-01-10,2023-01-10,2022_2023,M2,Chardonnay,ETa_Tokara_2023-01-10_10m.tif,3.2919521,5.835965,0.5477744340896606
2023-01-11,2023-01-11,2022_2023,M2,Chardonnay,ETa_Tokara_2023-01-11_10m.tif,2.928635,5.1918902,
2023-01-12,2023-01-12,2022_2023,M2,Chardonnay,ETa_Tokara_2023-01-12_10m.tif,3.255389,5.7711453,
2023-01-13,2023-01-13,2022_2023,M2,Chardonnay,ETa_Tokara_2023-01-13_10m.tif,3.3117702,5.8711023,
2023-01-14,2023-01-14,2022_2023,M2,Chardonnay,ETa_Tokara_2023-01-14_10m.tif,3.5042043,6.21226,
2023-01-15,2023-01-15,2022_2023,M2,Chardonnay,ETa_Tokara_2023-01-15_10m.tif,4.139347,7.438035,0.49946558475494385
2023-01-16,2023-01-16,2022_2023,M2,Chardonnay,ETa_Tokara_2023-01-16_10m.tif,3.9651315,7.1249876,
2023-01-17,2023-01-17,2022_2023,M2,Chardonnay,ETa_Tokara_2023-01-17_10m.tif,3.5195196,6.3242455,
2023-01-18,2023-01-18,2022_2023,M2,Chardonnay,ETa_Tokara_2023-01-18_10m.tif,3.2671661,5.870811,
2023-01-19,2023-01-19,2022_2023,M2,Chardonnay,ETa_Tokara_2023-01-19_10m.tif,3.0369473,5.457125,
2023-01-20,2023-01-20,2022_2023,M2,Chardonnay,ETa_Tokara_2023-01-20_10m.tif,3.015149,5.791436,0.5121328830718994
2023-01-21,2023-01-21,2022_2023,M2,Chardonnay,ETa_Tokara_2023-01-21_10m.tif,3.0664763,5.8900385,
2023-01-22,2023-01-22,2022_2023,M2,Chardonnay,ETa_Tokara_2023-01-22_10m.tif,2.5595286,4.916383,
2023-01-23,2023-01-23,2022_2023,M2,Chardonnay,ETa_Tokara_2023-01-23_10m.tif,3.1407568,6.032842,
2023-01-24,2023-01-24,2022_2023,M2,Chardonnay,ETa_Tokara_2023-01-24_10m.tif,1.5800611,3.0350358,
2023-01-25,2023-01-25,2022_2023,M2,Chardonnay,ETa_Tokara_2023-01-25_10m.tif,3.186724,5.977478,0.5520011186599731
2023-01-26,2023-01-26,2022_2023,M2,Chardonnay,ETa_Tokara_2023-01-26_10m.tif,3.2145114,6.0297074,
2023-01-27,2023-01-27,2022_2023,M2,Chardonnay,ETa_Tokara_2023-01-27_10m.tif,3.3057652,6.2008433,
2023-01-28,2023-01-28,2022_2023,M2,Chardonnay,ETa_Tokara_2023-01-28_10m.tif,2.2128954,4.150898,
2023-01-29,2023-01-29,2022_2023,M2,Chardonnay,ETa_Tokara_2023-01-29_10m.tif,3.7680774,7.0680947,
2023-01-30,2023-01-30,2022_2023,M2,Chardonnay,ETa_Tokara_2023-01-30_10m.tif,4.083518,7.4204073,0.5466729402542114
2023-01-31,2023-01-31,2022_2023,M2,Chardonnay,ETa_Tokara_2023-01-31_10m.tif,3.7025273,6.7281227,
2023-02-01,2023-02-01,2022_2023,M2,Chardonnay,ETa_Tokara_2023-02-01_10m.tif,2.94043,5.3433037,
2023-02-02,2023-02-02,2022_2023,M2,Chardonnay,ETa_Tokara_2023-02-02_10m.tif,2.8755343,5.2253876,
